condition,fragments,step,loss,accuracy,fbeta,elapsed_seconds,step_duration_seconds
baseline,1,4481,0.488166,0.78125,0.0,3240.212,0.7913
baseline,1,4482,0.495641,0.78125,0.0,3240.911,0.6989
baseline,1,4483,0.444344,0.8125,0.0,3241.509,0.5975
baseline,1,4484,0.534988,0.75,0.0,3242.254,0.7449
baseline,1,4485,0.651404,0.6875,0.0,3243.016,0.762
baseline,1,4486,0.277634,0.9375,0.0,3243.828,0.8128
baseline,1,4487,0.441492,0.8125,0.0,3244.554,0.7253
baseline,1,4488,0.43191,0.8125,0.0,3245.259,0.7054
baseline,1,4489,0.424369,0.84375,0.0,3245.985,0.7263
baseline,1,4490,0.41258,0.84375,0.0,3246.728,0.7427
baseline,1,4491,0.565483,0.71875,0.0,3247.462,0.7338
baseline,1,4492,0.290827,0.9375,0.0,3248.18,0.7184
baseline,1,4493,0.645684,0.6875,0.0,3248.885,0.7047
baseline,1,4494,0.28783,0.9375,0.0,3249.652,0.7668
baseline,1,4495,0.385128,0.875,0.0,3250.36,0.7083
baseline,1,4496,0.458053,0.8125,0.0,3251.116,0.7558
baseline,1,4497,0.555502,0.75,0.0,3251.886,0.7703
baseline,1,4498,0.429242,0.84375,0.0,3252.613,0.7264
baseline,1,4499,0.421109,0.84375,0.0,3253.339,0.7263
baseline,1,4500,0.361334,0.875,0.0,3254.061,0.7221
baseline,1,4501,0.375517,0.875,0.0,3254.734,0.6728
baseline,1,4502,0.54549,0.75,0.0,3255.512,0.778
baseline,1,4503,0.325993,0.90625,0.0,3256.195,0.6831
baseline,1,4504,0.517535,0.78125,0.0,3256.999,0.8045
baseline,1,4505,0.444828,0.8125,0.0,3257.68,0.6808
baseline,1,4506,0.647966,0.6875,0.0,3258.401,0.7206
baseline,1,4507,0.545846,0.75,0.0,3259.175,0.7742
baseline,1,4508,0.342636,0.90625,0.0,3259.96,0.7851
baseline,1,4509,0.461147,0.8125,0.0,3260.66,0.6997
baseline,1,4510,0.448768,0.8125,0.0,3261.403,0.7431
baseline,1,4511,0.411054,0.84375,0.0,3262.086,0.6827
baseline,1,4512,0.450307,0.8125,0.0,3262.831,0.7458
baseline,1,4513,0.551244,0.75,0.0,3263.523,0.6919
baseline,1,4514,0.296344,0.9375,0.0,3264.268,0.7446
baseline,1,4515,0.458641,0.8125,0.0,3265.015,0.7468
baseline,1,4516,0.456268,0.8125,0.0,3265.755,0.7397
baseline,1,4517,0.373248,0.875,0.0,3266.429,0.6744
baseline,1,4518,0.368225,0.875,0.0,3267.143,0.7139
baseline,1,4519,0.336121,0.90625,0.0,3267.894,0.7514
baseline,1,4520,0.251007,0.96875,0.0,3268.656,0.7613
baseline,1,4521,0.482284,0.78125,0.0,3269.361,0.7055
baseline,1,4522,0.425981,0.84375,0.0,3270.092,0.7306
baseline,1,4523,0.512957,0.75,0.0,3270.78,0.6881
baseline,1,4524,0.398398,0.84375,0.0,3271.493,0.713
baseline,1,4525,0.527177,0.78125,0.0,3272.189,0.6958
baseline,1,4526,0.456281,0.8125,0.0,3272.899,0.7101
baseline,1,4527,0.618391,0.71875,0.0,3273.594,0.6954
baseline,1,4528,0.318623,0.90625,0.0,3274.342,0.7478
baseline,1,4529,0.451229,0.8125,0.0,3275.047,0.7048
baseline,1,4530,0.616367,0.71875,0.0,3275.806,0.7597
baseline,1,4531,0.392304,0.84375,0.0,3276.511,0.7051
baseline,1,4532,0.484634,0.8125,0.0,3277.255,0.7439
baseline,1,4533,0.508599,0.78125,0.0,3278.009,0.7533
baseline,1,4534,0.373958,0.875,0.0,3278.734,0.7255
baseline,1,4535,0.531545,0.75,0.0,3279.455,0.7211
baseline,1,4536,0.438722,0.84375,0.0,3280.235,0.7794
baseline,1,4537,0.327256,0.90625,0.0,3280.963,0.7279
baseline,1,4538,0.425867,0.84375,0.0,3281.659,0.6964
baseline,1,4539,0.453993,0.8125,0.0,3282.388,0.7287
baseline,1,4540,0.614617,0.6875,0.0,3283.083,0.695
baseline,1,4541,0.499953,0.78125,0.0,3283.763,0.6805
baseline,1,4542,0.624274,0.6875,0.0,3284.45,0.6871
baseline,1,4543,0.330505,0.90625,0.0,3285.199,0.749
baseline,1,4544,0.36997,0.875,0.0,3285.92,0.7208
baseline,1,4545,0.491155,0.78125,0.0,3286.633,0.7126
baseline,1,4546,0.447931,0.8125,0.0,3287.387,0.7545
baseline,1,4547,0.532067,0.75,0.0,3288.094,0.7071
baseline,1,4548,0.525102,0.75,0.0,3288.824,0.7293
baseline,1,4549,0.406814,0.84375,0.0,3289.55,0.7266
baseline,1,4550,0.509612,0.78125,0.0,3290.311,0.7611
baseline,1,4551,0.287104,0.9375,0.0,3291.03,0.7185
baseline,1,4552,0.410765,0.84375,0.0,3291.797,0.7673
baseline,1,4553,0.386601,0.84375,0.0,3292.502,0.7047
baseline,1,4554,0.738724,0.625,0.0,3293.294,0.7923
baseline,1,4555,0.521967,0.75,0.0,3293.964,0.6703
baseline,1,4556,0.331179,0.90625,0.0,3294.667,0.7029
baseline,1,4557,0.442385,0.8125,0.0,3295.324,0.657
baseline,1,4558,0.438233,0.84375,0.0,3296.103,0.7788
baseline,1,4559,0.47938,0.78125,0.0,3296.861,0.7583
baseline,1,4560,0.493163,0.78125,0.0,3297.586,0.7251
baseline,1,4561,0.481097,0.8125,0.0,3298.24,0.6539
baseline,1,4562,0.476634,0.78125,0.0,3299.001,0.761
baseline,1,4563,0.389401,0.875,0.0,3299.742,0.7412
baseline,1,4564,0.54755,0.75,0.0,3300.504,0.7615
baseline,1,4565,0.336225,0.90625,0.0,3301.234,0.7296
baseline,1,4566,0.4647,0.8125,0.0,3302.007,0.7737
baseline,1,4567,0.399753,0.84375,0.0,3302.778,0.7703
baseline,1,4568,0.586809,0.71875,0.0,3303.518,0.7407
baseline,1,4569,0.581771,0.71875,0.0,3304.212,0.6942
baseline,1,4570,0.445036,0.8125,0.0,3304.959,0.747
baseline,1,4571,0.531533,0.75,0.0,3305.664,0.7047
baseline,1,4572,0.417075,0.84375,0.0,3306.361,0.6972
baseline,1,4573,0.451539,0.8125,0.0,3306.996,0.6352
baseline,1,4574,0.471439,0.78125,0.0,3307.662,0.6657
baseline,1,4575,0.361136,0.875,0.0,3308.341,0.679
baseline,1,4576,0.437054,0.84375,0.0,3309.106,0.7644
baseline,1,4577,0.647278,0.65625,0.0,3309.855,0.7496
baseline,1,4578,0.52919,0.75,0.0,3310.587,0.7322
baseline,1,4579,0.396566,0.84375,0.0,3311.269,0.682
baseline,1,4580,0.645993,0.6875,0.0,3312.028,0.759
baseline,1,4581,0.485447,0.78125,0.0,3312.741,0.713
baseline,1,4582,0.557118,0.75,0.0,3313.5,0.7591
baseline,1,4583,0.539133,0.75,0.0,3314.181,0.6804
baseline,1,4584,0.361008,0.875,0.0,3314.907,0.7258
baseline,1,4585,0.362791,0.875,0.0,3315.66,0.753
baseline,1,4586,0.724635,0.65625,0.0,3316.397,0.7375
baseline,1,4587,0.36779,0.875,0.0,3317.128,0.7311
baseline,1,4588,0.544129,0.75,0.0,3317.874,0.746
baseline,1,4589,0.380936,0.875,0.0,3318.616,0.7422
baseline,1,4590,0.431836,0.8125,0.0,3319.383,0.7671
baseline,1,4591,0.422456,0.84375,0.0,3320.087,0.7037
baseline,1,4592,0.718677,0.59375,0.0,3320.801,0.7142
baseline,1,4593,0.677712,0.65625,0.0,3321.515,0.7132
baseline,1,4594,0.385925,0.875,0.0,3322.246,0.7313
baseline,1,4595,0.59339,0.71875,0.0,3322.979,0.7334
baseline,1,4596,0.44399,0.84375,0.0,3323.741,0.7621
baseline,1,4597,0.508058,0.78125,0.0,3324.46,0.7185
baseline,1,4598,0.620168,0.6875,0.0,3325.225,0.7648
baseline,1,4599,0.468242,0.8125,0.0,3325.949,0.7248
baseline,1,4600,0.364236,0.875,0.0,3326.71,0.761
baseline,1,4601,0.309089,0.90625,0.0,3327.416,0.7052
baseline,1,4602,0.2995,0.9375,0.0,3328.114,0.6986
baseline,1,4603,0.457205,0.8125,0.0,3328.847,0.7323
baseline,1,4604,0.5148,0.78125,0.0,3329.594,0.7476
baseline,1,4605,0.446254,0.84375,0.0,3330.279,0.6844
baseline,1,4606,0.557075,0.75,0.0,3331.017,0.7388
baseline,1,4607,0.465059,0.8125,0.0,3331.737,0.7197
baseline,1,4608,0.439123,0.8125,0.0,3332.533,0.7962
baseline,1,4609,0.510058,0.78125,0.0,3333.277,0.7433
baseline,1,4610,0.425753,0.84375,0.0,3333.967,0.6903
baseline,1,4611,0.398988,0.84375,0.0,3334.7,0.7331
baseline,1,4612,0.447026,0.8125,0.0,3335.519,0.8192
baseline,1,4613,0.35915,0.875,0.0,3336.234,0.7143
baseline,1,4614,0.434198,0.8125,0.0,3336.918,0.6847
baseline,1,4615,0.455409,0.8125,0.0,3337.634,0.7152
baseline,1,4616,0.282973,0.9375,0.0,3338.339,0.705
baseline,1,4617,0.575319,0.71875,0.0,3338.99,0.6516
baseline,1,4618,0.457681,0.8125,0.0,3339.73,0.7402
baseline,1,4619,0.511799,0.78125,0.0,3340.461,0.7308
baseline,1,4620,0.316843,0.90625,0.0,3341.209,0.7474
baseline,1,4621,0.489683,0.78125,0.0,3341.903,0.6947
baseline,1,4622,0.482491,0.78125,0.0,3342.635,0.7321
baseline,1,4623,0.466406,0.8125,0.0,3343.365,0.7297
baseline,1,4624,0.438372,0.8125,0.0,3344.041,0.6756
baseline,1,4625,0.373368,0.875,0.0,3344.785,0.7444
baseline,1,4626,0.545503,0.75,0.0,3345.486,0.7005
baseline,1,4627,0.379312,0.875,0.0,3346.169,0.6831
baseline,1,4628,0.585913,0.75,0.0,3346.897,0.7277
baseline,1,4629,0.406471,0.84375,0.0,3347.594,0.6973
baseline,1,4630,0.244323,0.96875,0.0,3348.273,0.6792
baseline,1,4631,0.358941,0.875,0.0,3348.972,0.6988
baseline,1,4632,0.442262,0.8125,0.0,3349.704,0.7325
baseline,1,4633,0.328612,0.90625,0.0,3350.523,0.8185
baseline,1,4634,0.424702,0.84375,0.0,3351.244,0.7214
baseline,1,4635,0.45938,0.8125,0.0,3351.899,0.6549
baseline,1,4636,0.426568,0.84375,0.0,3352.647,0.7478
baseline,1,4637,0.384266,0.875,0.0,3353.329,0.6824
baseline,1,4638,0.567583,0.71875,0.0,3354.054,0.7249
baseline,1,4639,0.548892,0.75,0.0,3354.787,0.7328
baseline,1,4640,0.356104,0.875,0.0,3355.526,0.7393
baseline,1,4641,0.536091,0.75,0.0,3356.219,0.693
baseline,1,4642,0.482247,0.8125,0.0,3356.969,0.7492
baseline,1,4643,0.48005,0.78125,0.0,3357.708,0.7397
baseline,1,4644,0.457438,0.8125,0.0,3358.448,0.7399
baseline,1,4645,0.361338,0.875,0.0,3359.155,0.7067
baseline,1,4646,0.410597,0.84375,0.0,3359.886,0.7309
baseline,1,4647,0.372491,0.875,0.0,3360.649,0.7634
baseline,1,4648,0.536041,0.75,0.0,3361.368,0.7192
baseline,1,4649,0.479033,0.8125,0.0,3362.028,0.6601
baseline,1,4650,0.462531,0.8125,0.0,3362.719,0.6902
baseline,1,4651,0.326488,0.90625,0.0,3363.465,0.7462
baseline,1,4652,0.507445,0.78125,0.0,3364.154,0.6892
baseline,1,4653,0.519324,0.78125,0.0,3364.843,0.6888
baseline,1,4654,0.443984,0.8125,0.0,3365.503,0.6598
baseline,1,4655,0.406918,0.84375,0.0,3366.24,0.737
baseline,1,4656,0.620622,0.6875,0.0,3366.939,0.6997
baseline,1,4657,0.30284,0.9375,0.0,3367.627,0.6875
baseline,1,4658,0.454295,0.8125,0.0,3368.364,0.7367
baseline,1,4659,0.427391,0.84375,0.0,3369.05,0.6867
baseline,1,4660,0.62293,0.71875,0.0,3369.788,0.7381
baseline,1,4661,0.5374,0.75,0.0,3370.536,0.7479
baseline,1,4662,0.448098,0.8125,0.0,3371.257,0.721
baseline,1,4663,0.493673,0.78125,0.0,3371.948,0.6911
baseline,1,4664,0.414635,0.84375,0.0,3372.63,0.6821
baseline,1,4665,0.332764,0.90625,0.0,3373.424,0.7931
baseline,1,4666,0.499368,0.78125,0.0,3374.158,0.7346
baseline,1,4667,0.449621,0.8125,0.0,3374.865,0.7068
baseline,1,4668,0.287818,0.9375,0.0,3375.594,0.7292
baseline,1,4669,0.467353,0.8125,0.0,3376.345,0.7504
baseline,1,4670,0.628548,0.6875,0.0,3377.074,0.7291
baseline,1,4671,0.283335,0.9375,0.0,3377.776,0.7028
baseline,1,4672,0.55939,0.78125,0.0,3378.505,0.7285
baseline,1,4673,0.462722,0.8125,0.0,3379.233,0.7281
baseline,1,4674,0.531806,0.75,0.0,3379.98,0.747
baseline,1,4675,0.186632,1.0,0.0,3380.697,0.7168
baseline,1,4676,0.362085,0.875,0.0,3381.427,0.7302
baseline,1,4677,0.481953,0.8125,0.0,3382.159,0.7322
baseline,1,4678,0.344273,0.90625,0.0,3382.863,0.704
baseline,1,4679,0.318244,0.90625,0.0,3383.622,0.7583
baseline,1,4680,0.380397,0.875,0.0,3384.306,0.6845
baseline,1,4681,0.375061,0.875,0.0,3385.04,0.734
baseline,1,4682,0.436823,0.84375,0.0,3385.744,0.7035
baseline,1,4683,0.282344,0.9375,0.0,3386.461,0.7173
baseline,1,4684,0.367387,0.875,0.0,3387.162,0.701
baseline,1,4685,0.534549,0.75,0.0,3387.914,0.7521
baseline,1,4686,0.449762,0.8125,0.0,3388.634,0.7204
baseline,1,4687,0.475451,0.78125,0.0,3389.425,0.7905
baseline,1,4688,0.561455,0.75,0.0,3390.155,0.7298
baseline,1,4689,0.512215,0.78125,0.0,3390.852,0.697
baseline,1,4690,0.399514,0.84375,0.0,3391.558,0.7066
baseline,1,4691,0.416846,0.84375,0.0,3392.291,0.733
baseline,1,4692,0.380323,0.875,0.0,3393.005,0.7133
baseline,1,4693,0.506614,0.78125,0.0,3393.697,0.6926
baseline,1,4694,0.561656,0.71875,0.0,3394.413,0.7158
baseline,1,4695,0.503008,0.78125,0.0,3395.194,0.7807
baseline,1,4696,0.47051,0.78125,0.0,3395.878,0.6842
baseline,1,4697,0.522954,0.75,0.0,3396.583,0.7052
baseline,1,4698,0.555519,0.75,0.0,3397.348,0.7652
baseline,1,4699,0.42264,0.84375,0.0,3398.075,0.7268
baseline,1,4700,0.42138,0.8125,0.0,3398.824,0.7489
baseline,1,4701,0.446246,0.8125,0.0,3399.56,0.736
baseline,1,4702,0.555461,0.75,0.0,3400.235,0.675
baseline,1,4703,0.354539,0.875,0.0,3400.967,0.7315
baseline,1,4704,0.330092,0.90625,0.0,3401.674,0.7074
baseline,1,4705,0.421802,0.84375,0.0,3402.393,0.7195
baseline,1,4706,0.451208,0.84375,0.0,3403.115,0.7213
baseline,1,4707,0.458374,0.84375,0.0,3403.83,0.7153
baseline,1,4708,0.604343,0.6875,0.0,3404.549,0.7185
baseline,1,4709,0.451963,0.8125,0.0,3405.271,0.7221
baseline,1,4710,0.585146,0.71875,0.0,3405.997,0.7265
baseline,1,4711,0.422369,0.84375,0.0,3406.736,0.7391
baseline,1,4712,0.444052,0.8125,0.0,3407.537,0.8008
baseline,1,4713,0.582955,0.71875,0.0,3408.271,0.7339
baseline,1,4714,0.377365,0.875,0.0,3408.949,0.6783
baseline,1,4715,0.351123,0.875,0.0,3409.681,0.7318
baseline,1,4716,0.366844,0.875,0.0,3410.44,0.7588
baseline,1,4717,0.435026,0.8125,0.0,3411.135,0.6953
baseline,1,4718,0.449121,0.8125,0.0,3411.854,0.719
baseline,1,4719,0.363156,0.875,0.0,3412.472,0.618
baseline,1,4720,0.507163,0.78125,0.0,3413.202,0.7304
baseline,1,4721,0.468608,0.78125,0.0,3413.906,0.7041
baseline,1,4722,0.491396,0.78125,0.0,3414.618,0.7114
baseline,1,4723,0.48505,0.78125,0.0,3415.318,0.7002
baseline,1,4724,0.492816,0.78125,0.0,3416.005,0.6869
baseline,1,4725,0.394342,0.84375,0.0,3416.646,0.6408
baseline,1,4726,0.336981,0.90625,0.0,3417.367,0.7208
baseline,1,4727,0.41873,0.84375,0.0,3418.047,0.6807
baseline,1,4728,0.273517,0.9375,0.0,3418.821,0.7737
baseline,1,4729,0.508998,0.75,0.0,3419.561,0.7399
baseline,1,4730,0.449186,0.8125,0.0,3420.288,0.7273
baseline,1,4731,0.567154,0.71875,0.0,3421.001,0.7128
baseline,1,4732,0.534884,0.75,0.0,3421.784,0.7826
baseline,1,4733,0.377236,0.875,0.0,3422.521,0.7372
baseline,1,4734,0.396581,0.84375,0.0,3423.233,0.7118
baseline,1,4735,0.285341,0.9375,0.0,3423.936,0.7033
baseline,1,4736,0.374806,0.875,0.0,3424.658,0.7223
baseline,1,4737,0.537736,0.75,0.0,3425.333,0.6748
baseline,1,4738,0.443212,0.84375,0.0,3426.052,0.7194
baseline,1,4739,0.718905,0.65625,0.0,3426.761,0.7086
baseline,1,4740,0.496619,0.78125,0.0,3427.491,0.7303
baseline,1,4741,0.472492,0.8125,0.0,3428.206,0.7144
baseline,1,4742,0.505011,0.78125,0.0,3428.943,0.7374
baseline,1,4743,0.706535,0.65625,0.0,3429.688,0.745
baseline,1,4744,0.37498,0.875,0.0,3430.455,0.7663
baseline,1,4745,0.546526,0.75,0.0,3431.209,0.7541
baseline,1,4746,0.311037,0.90625,0.0,3431.971,0.7623
baseline,1,4747,0.328856,0.90625,0.0,3432.686,0.7152
baseline,1,4748,0.397742,0.84375,0.0,3433.374,0.6879
baseline,1,4749,0.736097,0.625,0.0,3434.115,0.7414
baseline,1,4750,0.433533,0.84375,0.0,3434.847,0.732
baseline,1,4751,0.454493,0.8125,0.0,3435.563,0.7159
baseline,1,4752,0.444205,0.8125,0.0,3436.267,0.7041
baseline,1,4753,0.633996,0.6875,0.0,3437.013,0.7458
baseline,1,4754,0.391943,0.875,0.0,3437.777,0.7638
baseline,1,4755,0.597229,0.6875,0.0,3438.467,0.6899
baseline,1,4756,0.519603,0.78125,0.0,3439.241,0.7743
baseline,1,4757,0.392732,0.84375,0.0,3439.871,0.6298
baseline,1,4758,0.349882,0.875,0.0,3440.634,0.7627
baseline,1,4759,0.347235,0.875,0.0,3441.318,0.6841
baseline,1,4760,0.402994,0.84375,0.0,3442.038,0.7197
baseline,1,4761,0.441286,0.8125,0.0,3442.762,0.724
baseline,1,4762,0.490918,0.78125,0.0,3443.51,0.7484
baseline,1,4763,0.279469,0.9375,0.0,3444.22,0.7099
baseline,1,4764,0.325584,0.90625,0.0,3444.887,0.6666
baseline,1,4765,0.421883,0.84375,0.0,3445.66,0.7731
baseline,1,4766,0.335743,0.90625,0.0,3446.427,0.767
baseline,1,4767,0.423816,0.8125,0.0,3447.104,0.6774
baseline,1,4768,0.391602,0.84375,0.0,3447.839,0.7351
baseline,1,4769,0.424985,0.8125,0.0,3448.594,0.7547
baseline,1,4770,0.512938,0.78125,0.0,3449.298,0.7039
baseline,1,4771,0.642916,0.6875,0.0,3449.99,0.6924
baseline,1,4772,0.398936,0.84375,0.0,3450.774,0.7839
baseline,1,4773,0.424339,0.84375,0.0,3451.427,0.653
baseline,1,4774,0.362841,0.875,0.0,3452.198,0.7706
baseline,1,4775,0.468313,0.78125,0.0,3452.886,0.6888
baseline,1,4776,0.496197,0.78125,0.0,3453.644,0.7575
baseline,1,4777,0.223907,0.96875,0.0,3454.346,0.7018
baseline,1,4778,0.544722,0.75,0.0,3455.095,0.7498
baseline,1,4779,0.377258,0.875,0.0,3455.783,0.6873
baseline,1,4780,0.409537,0.84375,0.0,3456.484,0.7017
baseline,1,4781,0.46776,0.8125,0.0,3457.191,0.7067
baseline,1,4782,0.516441,0.78125,0.0,3457.96,0.7691
baseline,1,4783,0.420017,0.84375,0.0,3458.662,0.7018
baseline,1,4784,0.625224,0.6875,0.0,3459.339,0.6773
baseline,1,4785,0.509111,0.78125,0.0,3459.998,0.6586
baseline,1,4786,0.455102,0.8125,0.0,3460.778,0.7801
baseline,1,4787,0.510434,0.75,0.0,3461.562,0.7836
baseline,1,4788,0.563292,0.71875,0.0,3462.246,0.6844
baseline,1,4789,0.431203,0.8125,0.0,3462.941,0.6948
baseline,1,4790,0.601001,0.71875,0.0,3463.631,0.6906
baseline,1,4791,0.419845,0.84375,0.0,3464.328,0.6969
baseline,1,4792,0.470824,0.78125,0.0,3465.025,0.6964
baseline,1,4793,0.240119,0.96875,0.0,3465.737,0.7121
baseline,1,4794,0.450925,0.8125,0.0,3466.48,0.743
baseline,1,4795,0.609243,0.6875,0.0,3467.117,0.637
baseline,1,4796,0.418568,0.84375,0.0,3467.816,0.6988
baseline,1,4797,0.466004,0.8125,0.0,3468.594,0.7785
baseline,1,4798,0.30843,0.90625,0.0,3469.258,0.6641
baseline,1,4799,0.353711,0.875,0.0,3470.007,0.7489
baseline,1,4800,0.413565,0.84375,0.0,3470.747,0.74
baseline,1,4801,0.473927,0.78125,0.0,3471.457,0.7101
baseline,1,4802,0.401368,0.875,0.0,3472.214,0.7565
baseline,1,4803,0.398745,0.84375,0.0,3472.944,0.7302
baseline,1,4804,0.334592,0.90625,0.0,3473.678,0.7341
baseline,1,4805,0.393555,0.84375,0.0,3474.412,0.7343
baseline,1,4806,0.437312,0.84375,0.0,3475.168,0.7552
baseline,1,4807,0.42692,0.84375,0.0,3475.856,0.6886
baseline,1,4808,0.548934,0.71875,0.0,3476.59,0.7335
baseline,1,4809,0.626539,0.6875,0.0,3477.287,0.6978
baseline,1,4810,0.417961,0.84375,0.0,3478.078,0.7906
baseline,1,4811,0.347495,0.875,0.0,3478.761,0.6832
baseline,1,4812,0.63781,0.6875,0.0,3479.476,0.7146
baseline,1,4813,0.454361,0.8125,0.0,3480.233,0.7577
baseline,1,4814,0.51429,0.75,0.0,3480.944,0.711
baseline,1,4815,0.54092,0.75,0.0,3481.636,0.6916
baseline,1,4816,0.368593,0.875,0.0,3482.393,0.7573
baseline,1,4817,0.267262,0.9375,0.0,3483.139,0.7461
baseline,1,4818,0.300457,0.90625,0.0,3483.871,0.7318
baseline,1,4819,0.460488,0.8125,0.0,3484.564,0.6932
baseline,1,4820,0.351358,0.875,0.0,3485.381,0.8164
baseline,1,4821,0.652216,0.6875,0.0,3486.119,0.7381
baseline,1,4822,0.642094,0.6875,0.0,3486.841,0.722
baseline,1,4823,0.339817,0.875,0.0,3487.553,0.7125
baseline,1,4824,0.414058,0.84375,0.0,3488.269,0.716
baseline,1,4825,0.290388,0.9375,0.0,3489.064,0.7947
baseline,1,4826,0.319183,0.90625,0.0,3489.825,0.7607
baseline,1,4827,0.404695,0.84375,0.0,3490.493,0.6677
baseline,1,4828,0.459544,0.8125,0.0,3491.189,0.6964
baseline,1,4829,0.440565,0.84375,0.0,3491.917,0.7281
baseline,1,4830,0.350941,0.875,0.0,3492.668,0.7508
baseline,1,4831,0.411764,0.84375,0.0,3493.39,0.7225
baseline,1,4832,0.330242,0.90625,0.0,3494.142,0.7518
baseline,1,4833,0.424606,0.8125,0.0,3494.847,0.7048
baseline,1,4834,0.434905,0.8125,0.0,3495.613,0.7662
baseline,1,4835,0.473977,0.8125,0.0,3496.34,0.727
baseline,1,4836,0.368885,0.875,0.0,3497.04,0.6997
baseline,1,4837,0.512632,0.78125,0.0,3497.775,0.7352
baseline,1,4838,0.590468,0.71875,0.0,3498.501,0.7259
baseline,1,4839,0.489754,0.8125,0.0,3499.254,0.7532
baseline,1,4840,0.406836,0.84375,0.0,3499.96,0.7055
baseline,1,4841,0.423385,0.84375,0.0,3500.68,0.72
baseline,1,4842,0.267323,0.9375,0.0,3501.379,0.6996
baseline,1,4843,0.487939,0.78125,0.0,3502.074,0.6943
baseline,1,4844,0.465487,0.8125,0.0,3502.841,0.7678
baseline,1,4845,0.383513,0.875,0.0,3503.569,0.728
baseline,1,4846,0.512122,0.78125,0.0,3504.321,0.7516
baseline,1,4847,0.524111,0.75,0.0,3505.069,0.7485
baseline,1,4848,0.434684,0.8125,0.0,3505.828,0.7583
baseline,1,4849,0.518615,0.78125,0.0,3506.567,0.7388
baseline,1,4850,0.6138,0.6875,0.0,3507.273,0.7069
baseline,1,4851,0.528088,0.75,0.0,3508.063,0.7899
baseline,1,4852,0.247183,0.96875,0.0,3508.75,0.687
baseline,1,4853,0.334023,0.90625,0.0,3509.487,0.7366
baseline,1,4854,0.536199,0.78125,0.0,3510.233,0.7458
baseline,1,4855,0.35624,0.875,0.0,3510.924,0.6912
baseline,1,4856,0.440959,0.8125,0.0,3511.647,0.7234
baseline,1,4857,0.490694,0.78125,0.0,3512.386,0.7383
baseline,1,4858,0.460964,0.8125,0.0,3513.086,0.7001
baseline,1,4859,0.515033,0.75,0.0,3513.817,0.7314
baseline,1,4860,0.527004,0.75,0.0,3514.545,0.728
baseline,1,4861,0.503792,0.78125,0.0,3515.219,0.674
baseline,1,4862,0.497181,0.78125,0.0,3515.992,0.7729
baseline,1,4863,0.497813,0.78125,0.0,3516.675,0.6833
baseline,1,4864,0.712588,0.625,0.0,3517.394,0.7191
baseline,1,4865,0.445195,0.84375,0.0,3518.078,0.6834
baseline,1,4866,0.424575,0.84375,0.0,3518.797,0.7189
baseline,1,4867,0.432009,0.8125,0.0,3519.519,0.7222
baseline,1,4868,0.3748,0.875,0.0,3520.262,0.7427
baseline,1,4869,0.671042,0.6875,0.0,3520.945,0.6837
baseline,1,4870,0.449181,0.8125,0.0,3521.654,0.7091
baseline,1,4871,0.662279,0.6875,0.0,3522.396,0.7411
baseline,1,4872,0.342477,0.90625,0.0,3523.155,0.7599
baseline,1,4873,0.508361,0.78125,0.0,3523.811,0.656
baseline,1,4874,0.381971,0.84375,0.0,3524.585,0.7737
baseline,1,4875,0.458042,0.8125,0.0,3525.278,0.6925
baseline,1,4876,0.23763,0.96875,0.0,3526.003,0.7252
baseline,1,4877,0.439801,0.8125,0.0,3526.743,0.7403
baseline,1,4878,0.373252,0.875,0.0,3527.56,0.8169
baseline,1,4879,0.515782,0.78125,0.0,3528.279,0.7189
baseline,1,4880,0.413797,0.84375,0.0,3529.002,0.7234
baseline,1,4881,0.267374,0.9375,0.0,3529.712,0.7092
baseline,1,4882,0.615191,0.6875,0.0,3530.462,0.7503
baseline,1,4883,0.41031,0.84375,0.0,3531.15,0.6881
baseline,1,4884,0.370482,0.875,0.0,3531.907,0.7571
baseline,1,4885,0.282203,0.9375,0.0,3532.672,0.7646
baseline,1,4886,0.558213,0.71875,0.0,3533.445,0.7733
baseline,1,4887,0.515376,0.75,0.0,3534.127,0.6816
baseline,1,4888,0.727069,0.625,0.0,3534.877,0.7504
baseline,1,4889,0.599266,0.6875,0.0,3535.546,0.6691
baseline,1,4890,0.414019,0.84375,0.0,3536.306,0.7597
baseline,1,4891,0.339506,0.875,0.0,3537.003,0.6969
baseline,1,4892,0.459379,0.8125,0.0,3537.745,0.7425
baseline,1,4893,0.350461,0.875,0.0,3538.447,0.7017
baseline,1,4894,0.376874,0.875,0.0,3539.186,0.7396
baseline,1,4895,0.624435,0.6875,0.0,3539.896,0.7093
baseline,1,4896,0.498597,0.78125,0.0,3540.665,0.7688
baseline,1,4897,0.558573,0.75,0.0,3541.381,0.7166
baseline,1,4898,0.466869,0.8125,0.0,3542.118,0.737
baseline,1,4899,0.456339,0.8125,0.0,3542.819,0.701
baseline,1,4900,0.392161,0.84375,0.0,3543.552,0.7327
baseline,1,4901,0.537855,0.75,0.0,3544.228,0.6764
baseline,1,4902,0.476899,0.78125,0.0,3544.944,0.7155
baseline,1,4903,0.524226,0.78125,0.0,3545.675,0.7314
baseline,1,4904,0.602016,0.71875,0.0,3546.409,0.7339
baseline,1,4905,0.356212,0.875,0.0,3547.133,0.7239
baseline,1,4906,0.505412,0.78125,0.0,3547.868,0.7349
